SWANN,3224
GIBBONS,3218
PULLIAM,3218
BOWLES,3211
POLITE,3209
GASKIN,3206
GUNTER,3194
MINGO,3191
FLORENCE,3180
BRYSON,3178
CELESTINE,3173
SANTOS,3170
BARBOUR,3169
HANSON,3168
CHISOLM,3167
MALCOLM,3167
JOHNSTON,3166
THIGPEN,3165
WOODEN,3165
RAINES,3161
BROWNING,3154
BURNETTE,3153
CHESTNUT,3141
BRAGG,3132
MOFFETT,3132
SHIVERS,3129
TUBBS,3129
BAINES,3122
ALEXANDRE,3120
PEGUES,3118
SAMS,3118
DYE,3117
CARLTON,3112
MOUTON,3112
WHITTAKER,3111
BROOKINS,3108
SAVOY,3107
DAVISON,3103
DOWDELL,3103
REMBERT,3103
SOWELL,3100
MCLEMORE,3099
MONTAGUE,3097
WHYTE,3097
WADDELL,3091
BAYLOR,3089
LANGLEY,3082
LANGFORD,3079
POWE,3071
CARLISLE,3069
DANDRIDGE,3068
PEREZ,3067
COFIELD,3062
JUSTICE,3060
CLAIBORNE,3058
CANADA,3056
VINES,3052
GATLIN,3050
HERNDON,3046
SADLER,3045
CHEEKS,3036
TORRENCE,3036
BOWSER,3035
SEARCY,3035
CATO,3031
WOODY,3031
PRATHER,3028
DICKEY,3022
KIRKSEY,3021
WOLFE,3021
DELOACH,3011
TRENT,3011
WEBBER,3008
EARLY,3006
MCKEE,3006
YOUNGER,3000
EDMONDSON,2998
MOISE,2998
BOSTICK,2984
WALTER,2977
BIVENS,2975
JERNIGAN,2974
CAGE,2970
BAGLEY,2969
SWAN,2969
GRANGER,2968
WHITNEY,2967
GILLIS,2966
WHITMORE,2964
PETTIS,2963
HATCHETT,2960
PHIPPS,2958
SPRIGGS,2957
PENNINGTON,2954
GREY,2953
POE,2950
VERNON,2949
EZELL,2947
GONZALEZ,2944
SHULER,2944
SUTHERLAND,2941
KHAN,2940
NESMITH,2939
LAWTON,2937
FARROW,2931
TALBERT,2931
BEAMON,2927
MOSELEY,2926
CAMP,2925
BOATENG,2919
BIGGS,2918
FAULK,2912
CHAMBLISS,2909
FOY,2906
JULIEN,2904
GANDY,2903
MINCEY,2901
YUSUF,2900
AUGUSTINE,2898
LEAK,2898
DORTCH,2897
WILKS,2897
BRATHWAITE,2896
SAMPLE,2896
CLEMMONS,2894
MALLOY,2891
BROCKINGTON,2887
CARNEY,2885
DANTZLER,2885
ROBY,2881
DOWELL,2879
GUERRIER,2879
JOLLY,2879
BUGGS,2877
NICKERSON,2871
COKER,2867
GREGG,2867
RHONE,2866
CAMARA,2864
HEARN,2864
GILLIARD,2862
ZEIGLER,2862
KINSEY,2860
SUBER,2859
BLACKBURN,2858
LARKIN,2858
PERRYMAN,2857
STAMPS,2854
RICKETTS,2844
GADDY,2840
CODY,2834
DUKE,2832
GODWIN,2822
LEMONS,2822
OWUSU,2819
ASH,2818
GIST,2813
BARKLEY,2809
AGEE,2807
GOULD,2806
BLANTON,2804
PIERSON,2804
LUKE,2799
COMPTON,2798
MURDOCK,2798
JILES,2797
GRIGSBY,2792
BENFORD,2788
TILLERY,2786
SHIPP,2781
KENDALL,2778
WINFREY,2778
SEYMOUR,2770
BOYER,2765
BURLEY,2764
PURVIS,2762
TRAMMELL,2760
GAUSE,2758
SANCHEZ,2757
